brand,product_code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
Tesco,5052004706292,Green Pesto,287.2,1201.64,4.5,2.6,27.0,4.1,4.7,3.7,1.13,0.45,4.0,10.0,55.0,0.58,Medium,Low,True
Nakd,5060088702000,Berry Delight Raw Fruit & Nut Bar,133.0,556.47,20.0,17.0,4.2,0.8,2.3,3.0,0.01,0.0,4.0,6.2,90.0,0.85,Medium,High,True
Ben's Original,3487400006929,Riz à la Méditerranéenne,171.06,715.72,30.0,5.5,3.3,0.44,3.8,3.08,1.21,0.48,4.0,7.0,0.79,0.18,Medium,Medium,True
Marmite,5013665112372,Marmite Rice Cakes,35.4,148.11,6.0,0.1,0.2,0.1,1.1,2.6,0.1,0.04,4.0,5.0,13.5,0.02,Low,Low,True
Unknown Brand,6111017045404,Mejora,517.2,2163.96,62.0,61.0,28.0,6.5,3.0,2.6,0.2,0.08,4.0,27.0,2.6,0.98,High,High,True
aiguebelle,6111017030073,Sweeties Mini,338.2,1415.03,8.0,0.7,32.6,0.0,1.9,2.6,14.02,5.61,4.0,1.0,0.0,0.09,High,Low,True
Unknown Brand,6111245470047,Hala,900.0,3765.6,0.0,0.0,100.0,13.1,0.0,0.0,0.0,0.0,2.4,5.0,0.0,0.0,High,Low,False
Danone,6111032009429,Danone max,56.76,237.48,9.2,7.0,1.0,0.7,1.3,2.88,0.0,0.0,3.0,6.4,0.0,0.76,Low,Medium,False
Milbona,4056489801771,Choco Pudding,105.9,443.09,8.4,5.0,1.9,1.3,12.5,2.6,0.06,0.02,4.0,-1.0,0.0,0.6,Medium,Low,True
Quézac,3664320011510,Eau minérale gazeuse,227.1,950.19,5.2,13.32,20.1,0.82,5.05,2.6,0.28,0.11,4.0,0.0,0.0,2.56,Medium,Medium,True
Raynal et Roquelaure,3021690201116,Lentilles cuisinées à l'Auvergnate,110.0,460.24,11.0,1.2,3.6,1.4,6.6,3.6,0.8,0.32,4.0,7.0,0.0,0.11,Medium,Low,True
Saupiquet,3165957058010,Filets de Maquereaux à la moutarde,200.6,839.31,0.6,0.3,17.0,3.2,11.0,0.6,1.3,0.52,4.0,11.0,0.0,0.5,Medium,Low,True
Saupiquet,3165950216011,Filets de maquereaux grillés natures,214.76,898.56,0.5,0.5,15.0,3.9,18.0,2.88,1.18,0.47,3.0,3.0,0.0,1.0,Medium,Low,False
Pierre Martinet,3281780893892,Mon Taboulé oriental,182.5,763.58,25.0,5.4,6.7,0.8,4.5,2.1,0.9,0.36,3.0,6.0,43.38,0.22,Medium,Medium,False
Jacquet,3029330004240,Fines Tartines farine de Seigle,224.2,938.05,41.0,3.8,1.6,0.3,7.1,8.7,1.2,0.48,4.0,1.0,0.6,0.09,Medium,Low,True
Sondey,20080211,Cookies chocolate Chip,493.2,2063.55,58.0,32.0,25.0,14.0,7.0,4.1,0.78,0.31,4.0,27.0,0.0,0.55,High,High,True
Wasa,7300400117975,FIBRES,30.1,125.94,5.6,0.2,0.1,0.05,0.8,1.8,0.0,0.0,3.0,-4.0,0.0,0.04,Low,Low,False
Freshona - Lidl,20475598,Unknown Product,151.7,634.71,21.9,0.0,2.3,0.3,7.4,6.9,0.03,0.01,1.0,-11.0,100.0,0.0,Medium,Low,False
Délice,6194043001019,Lait demi-écrémé UHT,43.5,182.0,4.5,4.5,1.5,1.1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Low,Low,False
The Tofoo Company,5034467000872,Tempeh,139.0,581.58,0.7,0.3,7.6,1.0,14.9,4.1,0.01,0.0,3.0,-8.0,44.0,0.43,Medium,Low,False
"Vemondo,Lidl",4056489466598,Plant soya pot plain,45.9,192.05,1.8,0.0,2.3,0.4,4.2,0.6,0.18,0.07,4.0,-1.0,13.0,0.0,Low,Low,True
Love Corn,5060490400242,"Love, Corn (Sea Salt)",427.3,1787.82,66.0,0.7,13.3,1.3,7.4,7.0,1.5,0.6,3.0,3.0,0.0,0.01,High,Low,False
Rowse,5011273024650,Honey,333.5,1395.36,81.5,80.8,0.5,0.2,0.5,0.5,0.02,0.01,2.0,19.0,0.0,0.99,High,High,False
Corale,4088600072500,Baked Beans,373.8,1563.98,62.6,20.2,2.2,0.4,17.6,16.6,1500.0,600.0,4.0,-4.0,101.0,0.32,High,High,True
Maribel,4056489594543,Crunchy Peanut Butter,634.5,2654.75,12.0,4.6,51.3,6.5,28.5,5.4,19.4,7.76,1.0,-1.0,100.0,0.38,High,Low,False
Bel,3073780828628,Mini Babybel Original,64.76,270.96,0.0,0.0,4.6,3.1,4.4,2.88,0.34,0.14,3.0,14.0,0.0,0.0,Low,Low,False
Florbú,8411414014385,Desayuno integral,475.8,1990.75,67.0,2.5,19.0,5.1,6.7,5.0,0.69,0.28,4.0,11.0,0.0,0.04,High,Low,True
Milbona,4056489263951,Light greek yogurt,94.2,394.13,4.5,4.5,5.0,3.6,7.8,0.0,0.0,0.0,1.0,2.0,0.0,1.0,Low,Low,False
Crosta & Mollica,5060198640247,Pane Pugliese,254.6,1065.25,50.0,2.3,1.2,0.23,8.9,4.1,1.28,0.51,3.0,5.0,0.0,0.05,Medium,Low,False
Baker Street,5027952012573,Baker Street Seeded Rye Bread imp,235.7,986.17,39.0,2.5,4.5,0.5,8.5,2.6,1.0,0.4,4.0,4.0,0.0,0.06,Medium,Low,True
Chergui,6111126001865,Chergui creme 🥭 mangue,114.9,480.74,14.9,14.9,4.0,0.0,4.2,1.25,0.0,0.0,3.6,4.0,0.0,1.0,Medium,Medium,False
Milbona,4056489724070,HIGH PROTEIN Mousse Schoko,151.1,632.2,10.2,8.2,3.9,2.5,17.5,2.6,1.4,0.56,4.0,4.2,0.0,0.8,Medium,Medium,True
Jibal,6111246950876,uht jibal 1/2L,71.2,297.9,6.7,4.8,3.0,1.86,3.0,2.7,69.26,27.7,1.0,0.0,0.0,0.72,Low,Low,False
Hacendado,8402001013140,Digestive 0%,459.4,1922.13,62.0,0.8,20.0,2.2,7.3,1.1,0.9,0.36,4.0,12.0,0.0,0.01,High,Low,True
Unknown Brand,6111259347106,6111259347106,495.0,2071.08,60.0,45.0,25.0,15.0,5.0,5.0,0.5,0.2,4.0,29.0,0.0,0.75,High,High,True
Benedicta,3660603004774,Sauce Béarnaise,471.0,1970.66,3.8,1.9,49.8,4.2,0.6,2.6,2.1,0.84,4.0,11.0,51.32,0.5,High,Low,True
Candia,6130433000019,حليب كونديا 1 لتر,43.5,182.0,4.5,0.0,1.5,1.0,3.0,0.0,0.1,0.04,3.0,-3.0,0.0,0.0,Low,Low,False
"Baresa,Lidl",20425555,Pesto alla Genovese,464.2,1942.21,8.7,4.3,45.4,5.9,4.5,1.4,3.2,1.28,4.0,26.0,44.22,0.49,High,Low,True
"Maribel, Mcennedy, mckennedy",4056489424925,Smooth Peanut Butter,653.4,2733.83,14.9,7.2,53.0,13.2,29.2,0.0,0.92,0.37,2.0,13.0,94.0,0.48,High,Medium,False
Nestle,7613287136053,Shreddies,365.0,1527.16,70.4,12.5,1.8,0.3,10.8,12.0,0.72,0.29,4.0,1.0,0.0,0.18,High,Medium,True
Rigoni di Asiago,8052575090322,Nocciolata crunchy,544.2,2276.93,51.0,48.0,33.0,5.8,8.7,4.2,0.12,0.05,4.0,22.0,24.0,0.94,High,High,True
Preferred Selection,20261375,Madagascar Dark Chocolate tummasuklaa,606.68,2538.35,46.67,26.67,40.0,23.33,10.0,10.0,0.0,0.0,4.0,30.0,0.0,0.57,High,High,True
"Lustucru, Lustucru selection",3240931548128,Lustucru gnocchi a poêler 520g,189.5,792.87,35.0,1.5,2.7,0.3,5.0,2.6,1.1,0.44,3.0,5.0,5.21,0.04,Medium,Low,False
Old El Paso,8410076480637,12 Crunchy Taco Shells,66.13,276.69,7.7,0.13,3.51,0.3,0.7,0.47,0.01,0.0,3.0,5.0,0.0,0.02,Low,Low,False
Tilda,5011157888101,Pure Basmati Rice,178.6,747.26,35.2,0.1,2.4,0.6,3.6,0.9,0.03,0.01,3.0,2.0,0.0,0.0,Medium,Low,False
Village Bakery,4088600184197,Malted Bloomer,251.1,1050.6,48.4,4.9,1.7,0.1,8.5,4.1,0.48,0.19,3.0,2.0,3.0,0.1,Medium,Low,False
Tilda,5011157992662,Wholegrain Basmati & Wild Rice,169.3,708.35,29.1,0.1,3.3,0.8,3.9,3.8,0.03,0.01,4.0,1.0,0.0,0.0,Medium,Low,True
Bear,5060139434386,Multigrain Alpha Bites,379.5,1587.83,76.0,11.0,2.7,0.5,9.3,7.0,0.02,0.01,1.0,0.0,0.0,0.14,High,Medium,False
Excelo,6111259341234,Genova - Double Creme,2444496843060.16,10227774791363.71,29.7,11.44,14.92,5.16,7.36,1222248421388.82,18.31,7.32,3.31,9.0,18.08,0.39,High,Medium,False
miel el Aâssal,6111243380027,Miel d'eucalyptus,65.62,274.55,11.26,2.8,0.9,0.2,2.22,1.8,26.05,10.42,2.2,-0.4,0.0,0.25,Low,Low,False
Coca-Cola,90418235,Hawaii,2444496843060.16,10227774791363.71,29.7,11.44,14.92,5.16,7.36,1222248421388.82,18.31,7.32,3.31,9.0,18.08,0.39,High,Medium,False
LIDL,4056489891130,Pâte à tartiner cacao noisettes bio,514.3,2151.83,59.0,57.6,27.5,4.0,6.4,2.6,0.12,0.05,4.0,24.0,16.0,0.98,High,High,True
Bonne Maman,3608580142966,Pâte à tartiner cacahuètes et cacao,575.0,2405.8,42.0,39.0,39.0,6.0,12.0,4.0,0.1,0.04,4.0,12.0,40.0,0.93,High,High,True
LU,3017760771894,Biscotte gout brioche heudebert,430.2,1799.96,70.0,12.0,11.0,5.2,11.0,3.6,1.14,0.46,4.0,17.0,0.63,0.17,High,Medium,True
Gerblé,3175681039599,Biscuit fondant choco 🍫noir (sans sucres ajoutés),49.4,206.69,6.2,0.05,2.2,0.96,0.74,0.92,0.03,0.01,4.0,10.0,0.04,0.01,Low,Low,True
LU,7622210422026,Véritable Petit écolier Pocket Chocolat au Lait,507.2,2122.12,65.0,40.0,24.0,15.0,6.5,2.6,0.64,0.26,4.0,30.0,0.0,0.62,High,High,True
"Fanta,Fanta - The Coca Cola Company",5449000011527,fanta Orange 330mk,23.2,97.07,4.5,4.5,0.0,0.0,0.0,2.6,0.0,0.0,4.0,4.0,12.0,1.0,Low,Low,True
La Boulangère,3760049790818,4 Baguettes viennoises 340g,326.9,1367.75,50.0,7.8,9.1,1.3,9.7,3.1,0.91,0.36,4.0,10.0,8.48,0.16,High,Medium,True
BN,3061990141101,Mini BN Chocolat,492.1,2058.95,66.3,30.6,21.7,10.7,6.2,3.4,0.05,0.02,4.0,23.0,3.74,0.46,High,High,True
"Jardin bio, Jardin biologique, Léa Nature",3478820005654,Pâte à tartiner Noir cacaopasta imp,553.4,2315.43,41.0,34.0,38.0,6.1,7.1,9.5,0.04,0.02,4.0,16.0,0.0,0.83,High,High,True
MERCADONA,8480000095329,Cereal Mix,394.7,1651.42,80.4,17.1,2.7,0.7,9.4,5.6,0.0,0.0,4.0,3.0,0.0,0.21,High,High,True
"Kikkoman, Kikkoman - Kikkoman K.K.",8715035110809,Sauce soja,57.76,241.67,3.0,0.6,0.0,0.0,10.0,2.88,17.0,6.8,3.0,20.0,18.75,0.2,Low,Low,False
Les 2 Vaches,3661344688339,Les 2 Vaches Vanille Bio de Madagascar 4 x 115 g,93.6,391.62,13.4,12.8,2.8,2.0,3.7,0.0,0.14,0.06,3.0,4.0,1.05,0.96,Low,Medium,False
"Mondelez,Tuc",5410041435702,TUC Original,477.0,1995.77,67.0,7.1,19.0,9.0,8.3,2.4,1.7,0.68,4.0,24.0,0.0,0.11,High,Medium,True
Fleury Michon,3302740057502,Filet de poulet 🐔 rôti,117.2,490.36,0.5,0.5,2.0,0.6,23.0,2.6,1.48,0.59,4.0,1.0,4.55,1.0,Medium,Low,True
"DM,mivolis (dm)",4058172310232,Unknown Product,80.1,335.14,17.0,0.6,0.5,0.5,0.6,2.6,20.1,8.04,4.0,0.0,0.0,0.04,Low,Low,True
Lancashire Farm,5035251000191,Natural Bio Yogurt,81.3,340.16,7.0,3.7,3.5,2.0,5.2,0.5,0.2,0.08,1.0,0.0,0.0,0.53,Low,Low,False
Oatly,7394376620713,Whole Oat Drink,59.2,247.69,7.0,3.4,2.8,0.3,1.1,0.8,0.1,0.04,3.0,7.0,5.0,0.49,Low,Low,False
M&S Eat Well,29149858,Baked Beans,82.6,345.6,13.5,4.1,0.4,0.1,4.4,3.7,0.53,0.21,4.0,-3.0,82.8,0.3,Low,Low,True
mission,5036034406186,mission wraps,190.72,797.97,32.58,1.4,4.2,0.7,4.9,1.5,0.45,0.18,4.0,4.0,11.36,0.04,Medium,Low,True
Gosh,5036829756342,Moroccan Spiced Falafel,225.7,944.33,23.0,6.2,9.5,0.7,7.1,9.9,1.2,0.48,3.0,2.0,90.78,0.27,Medium,Medium,False
Unknown Brand,6111026121724,Unknown Product,547.88,2292.33,61.4,1.9,30.8,0.0,6.27,0.0,0.08,0.03,4.0,2.8,0.0,0.03,High,Low,True
Paterson’s,72417196379,Shortbread Fingers,73.8,308.78,9.2,2.7,3.6,0.4,1.0,0.3,0.1,0.04,4.0,16.0,20.83,0.29,Low,Low,True
Star,6111184006031,Algérien sauce,370.2,1548.92,28.0,14.69,22.88,15.0,1.57,23.0,6.0,2.4,4.0,33.0,53.75,0.52,High,Medium,True
Unknown Brand,6111259344051,Unknown Product,347.52,1454.02,30.0,54.8,23.48,4.63,2.7,2.7,0.04,0.02,1.2,0.0,0.0,1.83,High,High,False
"Sharwood's,Premier Foods",5000354924712,Medium Egg Noodles imp,206.6,864.41,40.0,0.7,1.2,0.3,7.8,2.3,0.37,0.15,3.0,0.0,0.0,0.02,Medium,Low,False
Président,3228020215090,Краве масло 82%,742.8,3107.88,0.5,0.5,82.0,57.0,0.7,0.0,0.03,0.01,2.0,20.0,0.0,1.0,High,Low,False
bjorg,3229820794556,Muesli Protéines,382.0,1598.29,41.0,11.0,12.0,1.9,21.0,13.0,0.03,0.01,3.0,-4.0,14.49,0.27,High,Medium,False
"Nestlé, NESTLE DESSERT, Tablettes",7613035040700,NESTLÉ DESSERT Noir 205g,547.4,2290.32,50.7,46.4,34.0,20.2,6.0,7.3,0.01,0.0,4.0,25.0,0.0,0.92,High,High,True
Cassegrain,3083680901024,Premium Ratatouille,84.6,353.97,5.8,5.8,5.4,0.7,1.5,3.4,0.62,0.25,3.0,-1.0,97.45,1.0,Low,Medium,False
"Fruit d'Or ProActiv,ProActiv,ProActiv Expert,pro activ",8719200012516,ProActiv Margarine Tartine Sans Huile de Palme 450g,320.2,1339.72,0.0,0.0,35.0,7.5,0.0,2.6,0.3,0.12,4.0,5.0,12.5,0.0,High,Low,True
Tyrrell’s,5060042641420,Chips sel de mer et poivre noir imp,470.4,1968.15,50.0,1.2,26.0,2.3,6.4,5.4,0.98,0.39,4.0,8.0,0.0,0.02,High,Low,True
fin carre,20430733,cioccolato fondente,574.3,2402.87,40.4,36.8,40.5,15.5,8.3,7.5,0.01,0.0,4.0,22.0,27.15,0.91,High,High,True
Crownfield,4056489210016,Muesli 4 nuts,453.9,1899.12,61.1,18.1,16.9,4.9,10.3,8.1,0.08,0.03,4.0,9.0,10.17,0.3,High,High,True
Maille,8720182557315,Maille mout fin gour 320g,354.0,1481.14,3.3,1.7,35.0,2.5,5.0,2.9,4.0,1.6,4.0,25.0,23.05,0.52,High,Low,True
Cauldron,5013683305442,Authentic Tofu,123.7,517.56,1.0,0.7,7.1,1.2,13.0,1.9,0.03,0.01,4.0,-3.0,35.8,0.7,Medium,Low,True
Real Foods,9322969000015,Corn Thins Original,69.56,291.04,12.8,4.1,0.6,0.18,1.8,2.88,26.0,10.4,3.0,0.0,0.0,0.32,Low,Low,False
Bottlegreen Drinks,5021812000656,Bottle of Green Cordial (Handpicked Elderflower),61.76,258.4,14.0,14.0,0.0,0.06,0.0,2.88,0.04,0.02,3.0,21.0,0.0,1.0,Low,Medium,False
Tesco,5051399183664,Butterbeans in water,89.3,373.63,13.0,1.1,0.5,0.1,5.9,4.6,0.1,0.04,4.0,-5.0,76.92,0.08,Low,Low,True
Grandessa,4088600313030,Honey,307.2,1285.32,76.4,76.4,0.0,0.0,0.4,0.0,0.03,0.01,2.0,18.0,0.0,1.0,High,High,False
Worldwide Foods,4088600157962,Classic Wholegrain Rice,207.6,868.6,38.7,0.2,2.6,1.1,5.1,4.5,0.06,0.02,3.0,4.0,0.0,0.01,Medium,Low,False
Graze,5055958704161,Graze Marmite Crunch,449.8,1881.96,53.0,1.3,18.0,1.9,15.0,7.9,1.08,0.43,4.0,-5.0,18.75,0.02,High,Low,True
Manomasa,5017764003395,Chipotle & lime,512.5,2144.3,56.0,2.0,27.5,2.5,7.0,6.5,0.4,0.16,4.0,3.0,21.16,0.04,High,Low,True
Simply,20164072,Chopped tomatoes,20.3,84.94,3.0,3.0,0.1,0.0,1.3,1.1,0.05,0.02,1.0,-5.0,99.9,1.0,Low,Low,False
Grandessa,4061464727830,Crunchy Peanut Butter,634.5,2654.75,12.0,4.6,51.3,6.6,28.5,5.4,21.75,8.7,1.0,-1.8,100.0,0.38,High,Low,False
Idéal,6111180003843,Flan,257.7,1078.22,43.82,20.2,6.42,16.46,4.86,2.6,13.38,5.35,4.0,7.4,0.0,0.46,Medium,High,True
el baraka,6111184000190,Konfitura Morelowa 240g*EL Baraka*,243.4,1018.39,60.0,60.0,0.0,0.0,0.6,0.5,0.02,0.01,4.0,17.0,50.0,1.0,Medium,High,True
Tipiak,3600900011037,Quinoa gourmand,368.1,1540.13,65.0,2.5,4.1,0.5,14.0,7.6,0.0,0.0,1.0,-9.0,0.0,0.04,High,Low,False
Tipiak,3165440008935,Céréales Méditerranéennes,148.7,622.16,28.0,2.0,1.3,0.2,4.9,2.7,0.7,0.28,4.0,2.0,2.65,0.07,Medium,Low,True
Jordans,5010477356277,Granola Amandes Noisettes & Graines,451.4,1888.66,58.9,2.5,14.8,2.4,12.6,16.1,0.03,0.01,4.0,-3.0,18.75,0.04,High,Low,True
"Crownfield, Lidl",20621452,Crownfield Special Flakes Red Fruit,382.0,1598.29,77.5,11.5,2.6,0.7,8.9,6.5,0.37,0.15,3.0,1.0,4.5,0.15,High,Medium,False
"Marque Repère, Grainéa",3564706604360,Muesli pépites croustillantes chocolat-noissette réduit en sucre,432.0,1807.49,56.0,9.3,16.0,2.9,10.0,12.0,0.07,0.03,4.0,0.0,4.0,0.17,High,Medium,True
"Vita D'or,Vita dor,VitaD'or",4056489135623,Rapsöl,828.0,3464.35,0.0,0.0,92.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,High,Low,False
Ritz Bakery,5000137487908,The Original Cracker,489.4,2047.65,62.0,8.3,23.0,2.6,7.2,2.8,1.3,0.52,4.0,16.0,0.0,0.13,High,Medium,True
TIJEN WATER,6191475200010,eau minérale naturelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,18.0,1.0,0.0,0.0,0.0,Low,Low,False
Cauldron,5013683305466,Marinated Tofu,234.4,980.73,1.0,1.0,17.0,2.5,18.0,2.7,1.5,0.6,4.0,11.0,61.83,1.0,Medium,Low,True
Bertinet Bakery,5060235980589,Seeded Sourdough,232.3,971.94,36.0,1.2,4.1,0.4,9.5,6.7,1.0,0.4,3.0,-1.0,0.0,0.03,Medium,Low,False
The Foodie Market,4088600272696,Whole Chia Seeds,445.8,1865.23,7.7,0.5,31.0,3.3,17.0,34.0,0.04,0.02,1.0,-9.0,0.0,0.06,High,Low,False
Pure,5025878004887,Buttery Taste Dairy Free,573.0,2397.43,1.0,0.5,63.0,14.7,0.5,0.0,1.5,0.6,4.0,14.0,40.5,0.5,High,Low,True
Innovit (Action),8723300710784,Unknown Product,257.7,1078.22,43.82,20.2,6.42,16.46,4.86,2.6,13.38,5.35,4.0,7.4,0.0,0.46,Medium,High,True
Green & Black's,7622210584717,Ginger 60% Cocoa Bar,512.0,2142.21,51.0,47.0,30.0,18.0,6.0,7.0,0.01,0.0,4.0,25.0,0.0,0.92,High,High,True
"Jacob's, Jacobs",5000137159614,HIGH FIBRE CREAM CRACKERS,475.7,1990.33,63.1,0.8,19.3,9.0,9.2,6.4,1.7,0.68,4.0,17.0,2.0,0.01,High,Low,True
ALPRO,5411188137993,Danone ALPRO® Joghurt Soja Heidelbeere 400g,69.4,290.37,8.2,7.9,2.2,0.4,3.7,1.0,0.15,0.06,4.0,1.0,17.05,0.96,Low,Medium,True
Sainsbury's,349215,Classic Houmous,112.2,469.44,5.4,0.5,8.0,0.9,3.4,2.5,0.82,0.33,3.0,8.0,61.08,0.09,Medium,Low,False
Proper,5060283762212,Barbecue,468.0,1958.11,61.0,4.1,20.0,1.6,9.7,2.6,2.35,0.94,4.0,18.0,33.88,0.07,High,Low,True
Emco,8595229900504,Müsli oat biscuits,138.0,577.39,17.0,6.0,6.0,1.5,3.0,2.0,0.05,0.02,4.0,10.0,16.2,0.35,Medium,Medium,True
Chergui,6111126004538,Daya Ananas Coco,86.56,362.17,15.1,8.5,1.2,0.72,2.4,2.88,0.08,0.03,3.0,2.0,4.25,0.56,Low,Medium,False
HAWAI,5449000318428,Hawai Tropical,26.8,112.13,6.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.9,Low,Medium,True
Unknown Brand,6111259344068,6111259344068,538.0,2250.99,63.0,61.0,30.0,5.37,2.7,2.6,0.1,0.04,4.0,26.0,10.71,0.97,High,High,True
"BelVita, LU, Mondelēz",7622210444127,Melloeux Fruit Rouges,395.6,1655.19,63.0,22.0,12.0,1.1,5.3,7.2,0.34,0.14,4.0,8.0,18.77,0.35,High,High,True
Carrefour,3560070308316,Biscottes Complètes bio,388.1,1623.81,66.0,4.9,6.3,0.7,12.0,9.7,1.3,0.52,4.0,6.0,0.0,0.07,High,Low,True
Bordeau chesnel,3024720026895,Rillettes de poulet rôti,363.36,1520.3,0.5,1.3,32.8,15.8,15.1,2.88,59.68,23.87,3.0,15.4,2.41,2.6,High,Low,False
Lu,3392460511200,"LU - Grany Chocolate 5 Cereals Bar x6, 125g (4.5oz)",461.4,1930.5,65.0,24.0,19.0,7.6,5.4,4.4,0.68,0.27,4.0,19.0,2.38,0.37,High,High,True
Président,3228020215106,Beurre gastronomique demi-sel,726.8,3040.93,1.0,1.0,80.0,55.0,0.7,0.0,2.0,0.8,2.0,29.0,0.0,1.0,High,Low,False
Ethiquable,3760091720207,Sucre complet de canne,384.0,1606.66,96.0,96.0,0.0,0.0,0.0,0.0,0.1,0.04,2.0,19.0,0.0,1.0,High,High,False
petit billy,3273220012123,petit billy,198.76,831.61,2.5,2.5,15.0,10.5,12.0,2.88,0.9,0.36,3.0,12.0,0.0,1.0,Medium,Low,False
La Fournée Dorée,3587222521508,Brioche tranchée à la crème fraîche,310.4,1298.71,50.0,11.0,8.0,2.7,8.3,2.6,1.32,0.53,4.0,14.0,4.5,0.22,High,Medium,True
MAGGI,4005500310105,Maggi,66.1,276.56,6.5,3.5,0.1,0.0,9.8,0.0,18.2,7.28,4.0,6.0,0.0,0.54,Low,Low,True
Kara,8886303210207,Natural Coconut Cream,36.0,150.62,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,Low,Low,True
Hacendado,8480000180025,Atún claro en aceite de oliva,255.36,1068.43,0.9,0.4,18.0,2.9,21.0,2.88,1.18,0.47,3.0,3.0,12.8,0.44,Medium,Low,False
"Coca-Cola,Coca-Cola Company",5000112546415,"Coca-Cola Classic 1,25 Liter",47.6,199.16,10.6,10.6,0.0,0.0,0.0,2.6,0.0,0.0,4.0,12.0,0.0,1.0,Low,Medium,True
Taureau Ailé,3038359007224,Riz basmati du Penjab,353.0,1476.95,78.0,0.2,0.8,0.2,8.0,0.9,0.01,0.0,1.0,0.0,0.0,0.0,High,Low,False
Coca-Cola,5449000130389,Original Taste,47.6,199.16,10.6,10.6,0.0,0.0,0.0,2.6,0.0,0.0,4.0,12.0,0.0,1.0,Low,Medium,True
Ferrero,40084077,"Süßes, Kinder Riegel",569.0,2380.7,53.5,53.5,35.0,22.6,8.7,2.6,0.31,0.13,4.0,33.0,0.0,1.0,High,High,True
Red Bull,90162800,Red Bull Sugarfree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,4.0,4.0,0.0,0.0,Low,Low,True
"Milbona,Lidl",20103286,Full Fat Soft Cheese Original,237.5,993.7,3.0,3.0,22.5,15.7,5.5,0.5,0.68,0.27,4.0,13.0,0.0,1.0,Medium,Low,True
Ocean Spray,1200101017825,PET 1L OCEAN SPRAY CLASS,37.2,155.64,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,35.22,1.0,Low,Medium,True
Naturli,5701977550554,Vegan Spreadable,684.2,2862.69,0.5,0.5,75.0,26.0,0.5,2.6,0.9,0.36,4.0,17.0,41.21,1.0,High,Low,True
Jordans,5010477300508,Country Crisp with Sun-Ripe Strawberries imp,445.3,1863.14,66.5,20.8,14.9,4.7,8.1,6.4,0.03,0.01,4.0,11.0,4.08,0.31,High,High,True
Grandessa,4088600269634,Mighty Yeast Extract with added vitamins,239.7,1002.9,18.8,0.2,0.1,0.1,39.4,3.0,8.1,3.24,3.0,22.0,0.0,0.01,Medium,Low,False
Highgate Fayre,20574093,Runny Honey,358.1,1498.29,88.0,79.7,0.6,0.5,0.05,0.25,0.04,0.02,2.0,19.0,0.0,0.91,High,High,False
Tesco,5057545928899,Multiseed Batch,130.7,546.85,21.6,1.5,2.3,0.4,4.9,2.0,0.46,0.18,4.0,2.0,0.8,0.07,Medium,Low,True
"Harvest Morn, Aldi",4088600202433,Multi-Grain Hoops,371.2,1553.1,68.7,13.9,3.2,0.6,10.7,12.4,0.58,0.23,4.0,0.0,0.0,0.2,High,Medium,True
kallo,5013665107538,very low salt organic chicken,12.4,51.88,0.8,0.2,0.4,0.2,0.1,2.6,0.1,0.04,4.0,3.4,0.1,0.25,Low,Low,True
naked bacon,5060055251234,unsmoked back bacon rashers,257.5,1077.38,1.0,1.0,15.1,5.5,29.4,0.0,2.95,1.18,4.0,22.0,0.0,1.0,Medium,Low,True
Sainsbury's basics,1708752,Just Snax Tortilla Chips,480.4,2009.99,64.6,0.5,21.0,1.9,5.8,4.9,0.9,0.36,3.0,9.0,6.36,0.01,High,Low,False
deliciously ella,5060482841992,"Hazelnut, Pecan & Maple Oat Bars",507.4,2122.96,59.0,18.2,25.8,8.4,7.2,5.2,0.0,0.0,3.0,25.0,24.35,0.31,High,High,False
La vache qui rit,3073781077025,Le Bloc,314.5,1315.87,2.0,2.0,26.5,18.0,17.0,0.0,3.1,1.24,2.8,22.0,0.0,1.0,High,Low,False
AFIA,6111245470030,Afia huile de table,900.0,3765.6,0.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,High,Low,False
land'or Maroc industries,6111266680135,fondiz,227.0,949.77,9.0,7.0,19.0,9.0,5.0,0.0,0.85,0.34,4.0,15.0,0.0,0.78,Medium,Medium,True
Star,6111184003283,Assaisonnement au citron,5.96,24.94,0.14,2.2,0.0,0.0,0.0,2.7,50.82,20.33,1.0,0.0,0.0,15.71,Low,Low,False
Aldi,4088600072029,2 Stonebaked Baguettes,328.6,1374.86,65.7,3.1,1.4,0.5,11.3,4.0,1.23,0.49,4.0,3.0,0.0,0.05,High,Low,True
